공고,회사명,지역,링크
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803994&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
레스토랑 세인즈가든에서 설거지 이모님을 모집합니,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803863&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803828&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
"카사벨라 레스토랑 평일,주말 알바구해요",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803622&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
카사벨라 레스토랑 주방 직원 구합니다,카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803620&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
"카사벨라 레스토랑 평일,주말 알바구해요 시급 9700원",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803599&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803537&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
레스토랑 세인즈가든에서 설거지 이모님을 모집합니,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803535&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
레스토랑 세인즈가든에서 설거지 이모님을 모집합니,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803341&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803339&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803326&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
"카사벨라 레스토랑 알바 구해요 시급 9,700원",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803124&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=803084&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802959&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
레스토랑 세인즈가든에서 평일 오후 설거지 이모님,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802957&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=2&campus_kind=
레스토랑 세인즈가든에서 평일 오전 설거지 이모님,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802955&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802877&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
"카사벨라 레스토랑 평일,주말 알바구해요",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802639&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802606&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802363&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 주말 오전 설거지 이모님,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802257&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802256&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802255&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802151&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802150&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
"카사벨라 레스토랑 평일,주말 알바구해요",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=802100&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801964&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801963&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
"카사벨라 레스토랑 평일,주말 알바구해요",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801897&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801870&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801640&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 주말 홀써빙을 모집합니다,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801392&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801390&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801387&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 평일 설거지 이모님을 모,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801386&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801354&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801134&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801118&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801117&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 평일 오후 설거지 이모님,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=801115&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
카사벨라 레스토랑 평일.주말 알바 구합니다,카사벨라,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800958&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
카사벨라 레스토랑 평일 주말 알바 구합니다,카사벨라레스토랑,삼문율하,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800892&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800876&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800592&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800572&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=3&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800571&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 평일 오후 설거지 이모님,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800570&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800370&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800369&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800368&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 설거지 이모님을 모집합니,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800367&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
"카사벨라 레스토랑 평일,주말 알바구해요",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800197&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800122&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800108&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 평일 저녁 설거지 이모님,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800107&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 주말 아르바이트 구합니다,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800106&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800105&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
"카사벨라 레스토랑 평일,주말 알바구해요",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=800011&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799873&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가드에서 주말 아르바이트 모집합니,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799857&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 오후 설거지 이모님을 모,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799854&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799852&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799851&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
멕시칸레스토랑 바모스에서 주방 2명 / 홀알바를 구,바모스VAMOS,신문장유,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799782&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 바모스에서 시급1만원 알바/ 주방정직원 구,바모스VAMOS,신문장유,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799781&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
"카사벨라 레스토랑 평일,주말 알바구해요",카사벨라레스토랑,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799769&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799682&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799681&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가드에서 설거지 아르바이트 모집합,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799679&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 바모스에서 시급1만원 알바/ 주방정직원 구,바모스VAMOS,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799555&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가드에서 설거지 아르바이트 모집합,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799511&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
패밀리 레스토랑 원투원 주방직원 및 아르바이트 모,원투원,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799417&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 홀 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799390&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
레스토랑 세인즈가든에서 주방 직원을 모집합니다.,세인즈가든,장유신도시,https://www.jangyu.net/board/bbs/board.php?bo_table=inc_guin&wr_id=799389&sca=&sfl=wr_subject&stx=%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91&sop=and&page=4&campus_kind=
